Data;Estação;Latitude;Longitude;Radiação Solar (W/m2);Precipitação (mm);Vel do Vento Média (km/h);Temp. Mínima (°C);Temp. Média (°C);Temp. Máxima (°C);Umidade Rel. Mín. (%);Umidade Rel. Média (%);Umidade Rel. Máxima (%);Rajada de Vento (km/h);Evapotranspiração (mm)
"05/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";139;0;2,9;26,73;27,89;28,83;65,73;69,6;73,33;7,9;
"05/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";5;0;0,3;24,78;25,47;26,63;75,32;79,86;83,69;3,6;
"05/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;24,57;24,91;25,22;81,42;83,8;86,05;1,1;
"05/02/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;24,1;24,42;24,66;84,3;86,06;88,69;0,7;
"05/02/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;24,53;24,72;24,89;79,4;81,1;84,01;1,4;
"05/02/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,4;22,85;23,68;24,77;78,09;87,92;94,4;12,6;
"06/02/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,3;22;22,33;22,88;93,75;96,08;97,93;6,1;5,6
"06/02/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,7;22,11;22,26;22,49;92,92;93,9;94,59;12,2;
"06/02/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,3;21,53;21,82;22,19;92,32;93,76;95,47;8,3;
"06/02/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;21,06;21,44;21,83;91,23;93,47;95,02;22,7;
"06/02/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4;20,55;20,87;21,09;94,29;95,28;96,66;10,1;
"06/02/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,6;19,92;20,14;20,49;96,74;98,71;100;10,1;
"06/02/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";14;0;3,7;19,98;20,12;20,63;95,85;98,05;99,09;10,1;
"06/02/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";151;0;4,9;20,86;21,67;22,8;86,48;90,34;93,22;14;
"06/02/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";348;0;4,4;22,71;23,52;25,31;80,25;84,28;87,5;14;
"06/02/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";528;0;3,2;24,77;25,63;26,5;72,43;77,2;82,43;9;
"06/02/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";851;0;3,8;26,12;27,31;28,49;66,1;71,9;77,04;10,1;
"06/02/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1005;0;3,7;28;28,74;29,44;62,08;65,49;73,65;16,6;
"06/02/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1085;0;4,9;29,04;29,59;30,08;56,82;60,42;65,45;12,2;
"06/02/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";987;0;4,2;29,58;30,32;31,13;51,87;57,53;64,03;11,2;
"06/02/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";967;0;5;30,55;31,05;31,66;42,1;49,95;54,87;15,1;
"06/02/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";671;0;5,5;30,19;31,09;31,93;41,47;45,67;51,7;18,7;
"06/02/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";589;0;5,9;30,52;30,92;31,34;44,05;46,89;49,85;17,3;
"06/02/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";360;0;6,2;29,91;30,37;30,88;42,08;47,1;51,27;15,1;
"06/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";142;0;3,6;27,68;28,99;29,76;43,45;52,13;60,51;12,6;
"06/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";3;0;0,5;25,18;26,02;27,29;62,76;67,2;73,05;4;
"06/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;24,97;25,42;25,86;65,43;69,57;71,49;2,9;
"06/02/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;25,23;25,65;26,04;59,89;66,3;70,58;2,5;
"06/02/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;24,22;25,05;25,64;57,59;62,02;67,27;2,5;
"06/02/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,2;24,28;24,53;24,84;63,79;66,08;69,71;2,9;
"07/02/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;23,9;24,34;25,11;61,65;66,49;68,43;3,2;5,5
"07/02/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,2;23,18;23,66;24,24;65,26;69,93;74,13;8,6;
"07/02/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,7;22,47;23,01;23,37;74,29;78,28;83,14;10,8;
"07/02/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,3;21,82;22,32;22,79;85,61;87,68;90,33;14;
"07/02/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,4;21,97;22,2;22,51;88,84;90,72;91,98;10,4;
"07/02/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,2;20,96;21,72;22,61;89,59;94,91;99,71;7,9;
"07/02/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";19;0;0,2;20,63;21,05;21,87;97,52;99,22;100;3,2;
"07/02/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";147;0;1,4;22,56;23,43;24,3;84,94;88,92;94,43;6,8;
"07/02/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";346;0;3,2;24,01;24,78;25,58;80,2;82,6;86,02;9,7;
"07/02/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";528;0;3,5;25,42;26,54;27,88;72,98;77,75;82,24;13,7;
"07/02/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";857;0;3,2;27,49;28,78;29,49;63,61;68,26;75,26;8,3;
"07/02/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1018;0;3,4;29,12;29,92;31,13;56,23;61,73;68,59;9,4;
"07/02/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";741;0;2,6;29,35;30,31;31,47;55,21;58,92;62,19;15,1;
"07/02/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";541;0;4,1;29,48;30,28;32,44;49,58;57,84;63,1;11,9;
"07/02/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";904;0;4;31,33;32,32;33,26;32,23;39,57;47,98;14,4;
"07/02/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";758;0;3;32,42;32,8;33,27;31,57;35,32;42,18;9;
"07/02/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";253;0;3,1;29,23;30,86;32,12;39,24;46,29;64,75;8,3;
"07/02/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";371;0;5,5;29,33;29,99;30,33;55,41;59,59;64,01;16,2;
"07/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";137;0;7,8;26,88;28,29;29,73;58,05;66,59;75,91;17,6;
"07/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";2;0;9,8;26,02;26,23;26,74;72,61;75,44;78,54;24,1;
"07/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11;24;25,06;26,04;74,3;80,12;82,82;26,3;
"07/02/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,6;23,23;23,41;23,85;81,82;85,83;87,88;22;
"07/02/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,4;22,93;23,11;23,31;87,52;89,36;91,08;22,7;
"07/02/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,7;22,34;22,55;22,94;91,45;93,94;95,46;20,5;
"08/02/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,9;22,12;22,22;22,4;94,45;96,83;98,77;12,6;3,8
"08/02/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,4;21,69;21,83;22,16;97,18;99,55;100;3,6;
"08/02/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;21,57;21,72;21,92;99,98;99,99;99,99;2,9;
"08/02/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;21,07;21,3;21,54;99,98;99,98;99,99;4,7;
"08/02/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,6;20,96;21,07;21,16;99,98;99,98;99,99;7,6;
"08/02/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;21,08;21,17;21,32;99,99;99,99;100;9,7;
"08/02/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";2;0;4,1;21,12;21,21;21,26;99,99;99,99;100;12,6;
"08/02/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";132;0;8,4;21,16;21,86;22,74;88,26;95,43;100;18,4;
"08/02/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";358;0;10;23,23;24,06;24,69;79,8;83,17;86,74;21,6;
"08/02/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";543;0;12,5;24,69;25,16;26,06;76,61;80,18;83,08;25,6;
"08/02/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";713;0;12;24,8;25,51;26,22;76,82;80,02;83,19;23,4;
"08/02/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";497;0;10,4;24,86;25,62;26,55;73,25;78,54;80,83;25,6;
"08/02/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";586;0;6,9;26,32;27,12;27,86;68,61;73,15;77,23;15,1;
"08/02/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";608;0;6,5;27,18;27,61;28,08;65,98;70,03;73,17;16,2;
"08/02/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";850;0;8,1;27,31;28,67;29,43;61,63;66,8;72,28;20,9;
"08/02/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";503;0;8,6;26,83;28,2;30,22;58,52;68,53;74,92;18;
"08/02/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";57;14;7,5;20,56;25,28;26,98;72,39;81,87;99,98;20,9;
"08/02/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;74,6;7;17,36;18,31;19,46;99,97;99,97;99,97;44,3;
"08/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;2,2;3,6;18,39;18,77;19,16;99,97;99,97;99,97;11,5;
"08/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;11,2;18,94;19,33;19,86;93,42;98,07;99,99;27,7;
"08/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;8,8;19,66;19,96;20,44;84,24;92,1;97,94;20,5;
"08/02/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;8,5;19,72;19,97;20,28;85,2;87,59;89,79;20,2;
"08/02/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;11,3;19,68;20,04;20,25;83,52;86,01;89,85;25,9;
"08/02/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,8;18,76;19,4;20,14;84,64;91,65;99,6;10,8;
"09/02/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,7;18,53;18,72;18,87;99,92;99,98;100;7,6;3,4
"09/02/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,6;18,65;18,75;18,84;99,98;99,98;99,99;10,4;
"09/02/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;2,6;18,79;19,02;19,28;99,97;99,98;99,98;9,7;
"09/02/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,6;1,8;19,07;19,31;19,47;99,97;99,97;99,97;7,9;
"09/02/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,3;19,41;19,61;19,92;99,97;99,98;99,98;10,1;
"09/02/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,9;19,85;20,06;20,25;99,98;99,99;99,99;14,4;
"09/02/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8;20,08;20,21;20,37;99,99;99,99;100;18;
"09/02/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";92;0;5,6;20,16;20,81;21,54;99,83;99,98;100;11,2;
"09/02/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";222;0,2;2,3;21,47;21,72;22,11;90,86;95,94;99,98;10,1;
"09/02/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";367;0;2,8;22,52;23,21;23,71;78,52;83,11;92,78;10,1;
"09/02/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";530;0;3,6;23,23;23,91;24,89;75,65;81,27;86,37;9,7;
"09/02/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";744;0;5;24,7;25,47;26,99;70,88;76,98;82,66;11,9;
"09/02/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";701;0;4,2;25,47;26,09;27,08;66,52;70,57;74,87;14;
"09/02/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";323;0;2;26;26,21;26,43;66,07;68,74;73,93;9,4;
"09/02/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";504;0;2;26,11;26,99;28,23;61,57;66,95;71,48;9;
"09/02/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";414;0;2,3;26,19;26,78;27,77;63,1;70,44;75,35;9,4;
"09/02/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";292;0;5,9;23,76;25,5;27,57;65,61;75,92;84,04;18,4;
"09/02/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";228;0;8,1;23,58;24,93;26,15;74,52;80,99;86,52;25,6;
"09/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";38;7,4;10,4;21,26;21,96;23,3;87,52;96,98;100;42,1;
"09/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,6;21,01;21,52;22,04;96,07;97,44;98,66;13,3;
"09/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,3;20,68;20,84;21,07;97,97;99,55;100;18;
"09/02/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,7;20,41;20,71;20,99;97,25;99,15;100;10,4;
"09/02/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,5;20,29;20,37;20,47;99,98;99,99;99,99;6,5;
"09/02/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,2;20,13;20,28;20,51;99,97;99,98;99,99;9;
"10/02/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,7;20,18;20,33;20,52;99,98;99,99;99,99;10,8;3,6
"10/02/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;20,21;20,26;20,31;99,97;99,97;99,98;2,5;
"10/02/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1;20,28;20,37;20,44;99,97;99,97;99,98;6,1;
"10/02/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;2;20,12;20,17;20,27;99,97;99,97;99,97;6,1;
"10/02/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,4;2;20,06;20,12;20,19;99,97;99,97;99,97;5,8;
"10/02/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,3;20,08;20,15;20,21;99,97;99,97;99,97;6,8;
"10/02/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;20,19;20,22;20,25;99,97;99,97;99,97;9;
"10/02/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";64;0;5,8;20,28;20,51;20,8;99,97;99,98;99,98;14,8;
"10/02/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";99;0;4,3;20,85;21,05;21,21;99,98;99,99;99,99;12,2;
"10/02/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";147;0;5,7;21,04;21,27;21,54;99,98;99,99;100;14;
"10/02/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";369;0;8,1;21,83;22,25;23,11;97,09;99,66;100;16,2;
"10/02/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";676;0;9,7;22,64;23,92;24,99;90,49;94,38;98,04;24,1;
"10/02/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";798;0;10,7;23,85;25,25;26,83;78,65;88,82;95,92;21,6;
"10/02/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1078;0;13,5;26,37;26,87;27,41;74,83;79,22;83,23;29,2;
"10/02/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";621;0;11,4;25,9;26,85;27,52;74,3;77,69;84,25;23,8;
"10/02/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";263;0;8,1;23,8;25,41;26,73;78,92;84,6;92,63;25,2;
"10/02/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";275;0;3,9;23,9;24,75;25,33;86,96;92;95,51;13,7;
"10/02/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";533;0;5,3;24,96;26,2;26,57;77,04;81,2;88,97;16,9;
"10/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";188;0;6,7;23,95;25,22;26,19;78,17;84,9;91,46;15,8;
"10/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";7;0;5,9;23,1;23,35;23,8;90,58;92,7;95,19;15,8;
"10/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5;22,83;22,93;23,02;96,04;97,22;98,35;12,2;
"10/02/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,2;22,67;22,79;22,86;96,15;97,08;97,86;12,6;
"10/02/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,6;21,98;22,31;22,59;98,61;99,88;100;5;
"10/02/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,7;21,98;22,25;22,51;99,99;99,99;100;10,8;
"11/02/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,7;21,93;22,14;22,26;98,05;99,29;100;14,4;2,7
"11/02/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,2;21,64;21,73;21,87;99,98;99,99;99,99;16,6;
"11/02/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,7;21,68;21,81;21,87;99,98;99,99;99,99;19,4;
"11/02/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,1;21,56;21,64;21,78;99,99;99,99;100;24,8;
"11/02/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,1;21,4;21,47;21,59;99,98;99,98;99,99;19,4;
"11/02/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8;21,35;21,39;21,46;99,98;99,98;99,99;21,6;
"11/02/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";8;0;7,3;21,34;21,4;21,55;99,98;99,98;99,98;17,6;
"11/02/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";35;0;5,9;21,35;21,45;21,62;99,97;99,97;99,98;13,7;
"11/02/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";79;0;6,6;21,49;21,72;22,13;99,97;99,97;99,98;17,6;
"11/02/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";149;0;8,6;21,87;22,32;23,06;98,14;99,83;100;21,6;
"11/02/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";330;0;8,6;23,33;23,61;24,18;93,48;95,85;99,27;16,2;
"11/02/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";501;0;10,1;23,79;24,76;25,88;80,8;88,42;92,71;25,9;
"11/02/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";510;0;12;22,84;25,21;26,34;82,03;87,42;99,99;28,8;
"11/02/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";855;0;10,5;23,86;26,11;27,27;77,92;85,36;99,99;24,5;
"11/02/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";379;22;7,3;22,41;24,8;26,92;81,82;92,43;99,99;19,4;
"11/02/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";72;0;9,5;21,52;21,9;22,41;99,98;99,98;99,99;24,1;
"11/02/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";138;0;5;22,4;22,95;23,59;96,22;98,12;100;12,6;
"11/02/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";159;0;2,3;23,31;23,84;24,18;92,77;96,59;100;7,9;
"11/02/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";50;0;2;22,7;22,96;23,3;99,97;99,97;99,98;5,8;
"11/02/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,6;22,97;23,15;23,23;98,34;99,52;100;5,4;
"11/02/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,6;23,11;23,47;23,77;91,26;94,17;98,52;15,1;
