Data;Estação;Latitude;Longitude;Radiação Solar (W/m2);Precipitação (mm);Vel do Vento Média (km/h);Temp. Mínima (°C);Temp. Média (°C);Temp. Máxima (°C);Umidade Rel. Mín. (%);Umidade Rel. Média (%);Umidade Rel. Máxima (%);Rajada de Vento (km/h);Evapotranspiração (mm)
"05/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,7;18,2;18,29;18,4;93,33;93,98;94,63;21,6;
"05/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,6;17,94;18,12;18,27;92,85;94,01;94,9;18,7;
"05/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9;17,84;17,95;18,06;93,43;94,35;95,16;25,6;
"05/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";108;0;9;17,89;18,35;19,37;87,01;91,88;94,06;22,3;
"05/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";388;0;7,7;19,63;20,34;21,02;81,45;83,84;86,94;19,8;
"05/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";388;0;8,2;21,05;21,61;22,09;75,42;77,93;81,37;20,2;
"05/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";489;0;8,6;21,92;23,08;24,09;69,29;72,81;78,2;21,6;
"05/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";735;0;8,4;23,75;24,71;25,78;65,44;69,82;72,42;23;
"05/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";849;0;7,7;25,52;25,97;26,65;64,89;67,29;70,31;18,7;
"05/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1014;0;7,2;26,51;27,05;27,45;60,11;63,45;67,59;19,8;
"05/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";895;0;6,3;26,66;27,71;28,8;59,32;62,54;66,72;18,4;
"05/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";778;0;5,2;26,97;28,05;28,88;57,07;61,98;66,79;17,6;
"05/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";662;0;5,7;27,44;28,67;29,8;55,53;60,39;63,21;14,8;
"05/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";480;0;5,8;27,47;28,16;29,29;58,35;62,4;66,21;17,6;
"05/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";385;0;7,8;26,73;27,19;27,65;63,15;65,68;71,23;19,8;
"05/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";153;0;9,2;24,45;25,43;26,33;67,12;68,62;70,24;24,1;
"05/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";9;0;9,6;22,76;23,36;24,23;71,15;72,76;74,38;26,3;
"05/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,2;20,81;21,66;22,6;73,9;78,14;80,83;26,3;
"05/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;9,4;19,32;19,88;20,67;81,56;83,79;85,57;35,6;
"05/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,9;18,63;18,91;19,25;84,46;85,88;87,12;28,8;
"05/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,7;18,37;18,55;18,77;83,18;84,62;85,34;22,7;
"06/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,9;17,97;18,17;18,39;85,07;86,34;87,5;22,7;5,2
"06/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,8;17,74;17,88;18,02;86,7;87,72;88,73;16,2;
"06/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,1;17,29;17,55;17,73;88,52;89,71;91,35;17,3;
"06/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,5;17,05;17,18;17,33;90,86;91,92;92,99;16,2;
"06/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,3;16,85;17,02;17,19;92,66;93,38;94,61;16,6;
"06/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,7;17,08;17,17;17,25;92,3;92,99;93,73;15,8;
"06/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";74;0;5,4;17,08;17,61;18,5;87,35;91,46;93,88;14,4;
"06/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";311;0;6,5;18,52;19,48;20,57;80,15;83,98;87,08;18,4;
"06/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";391;0;7,9;20,59;21,76;22,74;74,22;77,32;81,69;21,2;
"06/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";445;0;8,5;23,23;24,02;24,96;67,7;70,55;74,48;23,4;
"06/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";616;0;9;24,81;25,36;26,57;65,48;68,49;69,85;28,8;
"06/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";821;0;9;25,05;26,33;27,93;62,52;66,6;70,2;20,2;
"06/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";1046;0;7,6;26,15;27,46;28,53;58,12;62,24;66,72;18,4;
"06/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";891;0;6,1;26,92;27,74;28,98;57,85;62,55;67,32;15,5;
"06/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";811;0;5;27,32;28,23;29,84;54,8;60,64;64,69;13;
"06/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";615;0;5,5;27,51;28,29;29,1;55,22;59,03;62,57;16,6;
"06/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";614;0;5,4;27,4;28,65;29,25;52,54;57;59,57;14,4;
"06/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";400;0;4,8;27,74;28,2;28,57;54,61;57,18;60,85;12,2;
"06/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";154;0;3;26,49;27,2;27,56;57,7;60,08;63,24;9;
"06/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";10;0;2,3;25,07;25,63;26,63;62,34;66,86;69,22;11,2;
"06/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,6;24,57;24,96;25,22;68,15;70,52;73,45;10,4;
"06/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,3;24,28;24,67;25,01;69,81;72,09;73,94;12,2;
"06/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,8;23,75;24,12;24,48;72,25;74,21;76,54;13;
"06/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,5;23,11;23,39;23,79;75,2;76,86;78,76;10,4;
"07/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,2;22,97;23,22;23,57;76;77,85;79,53;14,8;4,4
"07/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,3;22,11;22,37;22,73;80,75;82,91;84,77;13;
"07/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,9;21;21,4;21,88;85,85;88,73;91,11;13;
"07/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,8;19,86;20,33;20,94;91,52;94,85;97,26;5,8;
"07/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,8;19,5;19,7;19,86;96,9;97,87;98,51;8,3;
"07/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,6;19,18;19,36;19,5;98,54;99,33;100;7,2;
"07/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";67;0;3,1;19,41;19,97;20,89;91,71;96,09;98,89;10,4;
"07/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";253;0;6,4;20,76;21,9;22,6;83,54;87,81;91,39;17,3;
"07/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";236;0;9,4;22,55;22,93;23,44;79,4;82,49;85,13;20,5;
"07/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";356;0;10,4;23,34;23,97;25,02;75,22;78,31;80,36;22,7;
"07/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";389;0;8,9;24,54;25,07;25,46;72,54;75,28;77,9;19,1;
"07/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";505;0;8,1;25,73;26,09;26,47;71,94;73,44;75,86;20,5;
"07/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";850;0;7,2;26,6;27,38;28,8;60,04;68,27;73,87;20,2;
"07/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";941;0;7,6;27,35;28,56;30,03;59,11;65,55;68,72;19,8;
"07/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";612;0;6,5;28,28;29,15;30,01;56,05;60,62;67,47;22;
"07/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";706;0;5,7;28,71;29,83;30,54;50,48;55,82;58,99;14,8;
"07/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";548;0;4,5;28,09;29,29;30,16;51,41;56,87;61,72;11,5;
"07/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";70;0;2,1;27,03;27,53;28,02;59,82;63,13;67,54;10,4;
"07/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";94;0;1,6;26,26;26,7;27,32;62,28;69,12;72,31;7,2;
"07/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";11;0;0,1;24,52;25,21;26,59;72,93;77,9;81,23;1,8;
"07/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;24,48;24,81;24,99;76,05;77,88;80,44;1,1;
"07/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,8;24,02;24,47;25,13;74,9;79,04;83,46;4,3;
"07/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;24,82;25,25;25,72;71,11;73,87;77,31;11,9;
"07/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,1;23,63;24,39;25,14;74,98;78,28;83,17;16,9;
"08/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,1;23,39;23,56;23,68;83,33;84,52;85,82;18,7;5,4
"08/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;5,4;14,2;21,54;22,32;23,48;85,68;95,1;100;28,8;
"08/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,6;14,1;21,72;22,08;22,57;85,27;90,4;95,29;31;
"08/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,5;22,37;22,5;22,59;90,8;91,75;92,55;17,6;
"08/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8;21,62;21,99;22,36;92,29;95,22;97,75;17,6;
"08/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,3;21,52;21,7;21,84;94,31;96,12;97,18;16,6;
"08/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";69;0;8,6;21,43;21,72;22,1;92,34;94,72;96,3;19,8;
"08/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";298;0;9,7;22,22;22,76;23,1;87,29;91,04;93,76;21,2;
"08/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";373;0;12,9;23,18;23,87;24,83;80,46;85,58;89,22;27,4;
"08/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";527;0;12,3;24,9;25,61;26,49;72,8;77,28;81,44;31;
"08/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";857;0;11,7;26,14;26,95;27,59;69,89;72,76;74,52;24,5;
"08/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";660;0;7,9;25,97;27,17;28,04;65,6;70,08;73,95;18,4;
"08/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";532;0;5,2;26,6;26,96;27,69;63,07;69,92;73,09;12,2;
"08/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";986;0;6,4;28,43;29,27;30,43;56,39;60,99;67,73;18;
"08/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";655;0;5,5;28,23;29,31;30;57,37;61,47;66,92;14,4;
"08/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";596;0;3,9;29,08;29,82;30,52;52,92;57,22;61,15;14,4;
"08/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";507;0;3,5;29,41;30,35;31,16;49,71;54,61;59,02;10,4;
"08/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";379;0;3,1;29,18;29,79;30,48;51,56;55,18;58,03;8,3;
"08/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";146;0;2,1;27,79;28,75;29,37;56,11;59,35;64,32;6,8;
"08/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";8;0;2,3;26,34;26,93;27,91;62,38;67,88;72,26;5,8;
"08/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,9;25,06;25,77;26,76;68,86;74;79,91;27;
"08/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,6;24,96;25,2;25,47;71,14;73,27;75,73;19,1;
"08/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;10,3;24,79;25,12;25,54;69,64;73,41;76;20,2;
"08/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,4;23,45;24,01;24,89;77,28;82,12;86,66;15,1;
"09/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,7;24,17;24,44;24,61;79,16;80,21;81,87;11,5;5,1
"09/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;7,9;23,82;24,09;24,27;80,38;81,35;82,45;15,8;
"09/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,2;23,79;24,11;24,4;78,17;80,1;81,93;10,1;
"09/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;6,2;23,16;23,75;24,05;79,11;81,21;84,28;18;
"09/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;8,1;21,86;22,18;22,8;85,63;89,54;91,41;23,8;
"09/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5,3;21,52;21,69;21,97;90,94;92,07;92,9;12,6;
"09/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";68;0;8,3;21,88;22,71;23,81;81,93;86,75;90,23;21,2;
"09/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";312;0;9,5;23,9;24,8;25,94;74,36;79,19;82,82;18,4;
"09/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";364;0;9,7;25,88;26,79;27,57;66,19;71,15;73,74;19,8;
"09/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";498;0;9,8;27,53;28,13;28,75;66,45;67,98;71,14;21,2;
"09/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";732;0;10,7;28,29;29,16;29,89;64,48;66,73;69,32;22,7;
"09/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";912;0;11,4;29,48;30,21;30,85;55,7;60,75;66,71;27;
"09/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";678;0;9,1;29,72;30,7;31,88;51,56;54,05;59,18;22;
"09/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";725;0;9;29,95;31,14;32,07;43,96;49,68;56,25;21,6;
"09/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";550;0;8,5;30,23;31,33;32,45;38,54;46,26;51,37;29,9;
"09/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";401;0;6;30,8;31,17;31,79;44,07;47,33;52,88;14,8;
"09/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";350;0;2,4;29,91;30,67;31,23;45,26;53,41;60,35;13,3;
"09/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";224;0;5;25,01;29,61;31,91;42,08;54,84;73,88;23;
"09/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";40;0;3,8;24,21;24,82;25,23;71,84;75,85;79,72;15,5;
"09/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,4;23,69;23,95;24,29;77,53;81,89;85,76;4;
"09/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;23,06;23,48;23,99;82,17;83,91;86,53;5;
"09/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;22,78;23,02;23,29;84,23;87,86;91,76;5;
"09/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,8;22,62;22,96;23,51;77,37;86,42;89,49;2,9;
"09/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,1;23,56;24,13;24,99;70,39;76,86;82,38;1,4;
"10/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,1;23,38;24;24,57;72,2;76,33;81,69;2,2;3,7
"10/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,3;23;23,67;24,23;74,96;79,03;83,57;2,5;
"10/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0;23,14;23,42;23,66;78,68;79,86;81,66;1,4;
"10/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,4;23,26;23,58;23,73;78,79;82,99;88,41;3,2;
"10/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,5;21,35;22,46;23,24;88,36;92,02;97,04;2,2;
"10/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;0,2;21,25;21,97;22,66;90,69;94,66;98,19;2,5;
"10/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";72;0;0,8;21,88;22,65;23,13;90,27;93,05;96,43;6,8;
"10/01/2026 - 07:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";276;0;1,1;23,93;24,95;25,93;80,46;84,88;88,93;5,4;
"10/01/2026 - 08:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";360;0;2;25,82;27,17;29,57;65,86;73,71;81,17;5,4;
"10/01/2026 - 09:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";506;0;3,1;28,42;29,26;30,17;60,54;65,73;70,17;9;
"10/01/2026 - 10:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";704;0;5,7;29,95;30,54;31,22;52,8;59,85;65,77;14;
"10/01/2026 - 11:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";909;0;6,5;31,09;31,8;32,43;46,83;53,49;60,26;17,6;
"10/01/2026 - 12:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";798;0;9,3;30,05;30,98;31,72;51,31;56,66;61,2;23,4;
"10/01/2026 - 13:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";198;0;6,1;26,67;29,04;30,49;53,31;60,53;70,56;16,9;
"10/01/2026 - 14:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";81;10,8;7,2;19,94;23,07;26,36;72,72;85,92;98,43;31;
"10/01/2026 - 15:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";198;0;4,4;21,97;22,99;24,52;84,07;88,95;92,21;51,5;
"10/01/2026 - 16:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";49;0,8;12,7;20,68;21,45;22,46;83,17;90,02;94,06;41,4;
"10/01/2026 - 17:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";14;1,8;2,1;21,45;22,02;22,54;83,36;90,68;96,88;8,3;
"10/01/2026 - 18:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";31;0;2;21,96;23,34;23,82;75,36;83,92;91,64;9,7;
"10/01/2026 - 19:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,7;20,69;20,91;21,25;97,59;99,49;100;16,2;
"10/01/2026 - 20:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;4,1;20,61;20,82;21;96,57;97,53;98,77;13,3;
"10/01/2026 - 21:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,9;20,99;21,11;21,22;98,1;99,43;100;7,2;
"10/01/2026 - 22:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;5;20,48;20,97;21,3;97,79;99,39;100;13,3;
"10/01/2026 - 23:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;2,7;20,34;20,39;20,46;99,99;100;100;8,3;
"11/01/2026 - 00:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,7;20,02;20,21;20,45;99,99;99,99;99,99;7,6;4,7
"11/01/2026 - 01:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;1,6;8,1;20,39;20,63;20,97;98,48;99,66;99,99;26,3;
"11/01/2026 - 02:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,8;2,4;19,78;20,04;20,45;99,97;99,98;99,99;10,8;
"11/01/2026 - 03:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0,2;1,1;19,58;19,75;19,89;99,97;99,97;99,97;4,3;
"11/01/2026 - 04:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;1,8;19,75;20;20,33;97,05;99,73;99,99;5,8;
"11/01/2026 - 05:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";0;0;3,2;20,38;20,52;20,66;95,28;95,84;96,61;10,1;
"11/01/2026 - 06:00 / GMT - 03:00";"Unimar Pesquisa (0020ED51)";"-22,2476";"-49,9764";13;0;3,1;20,58;20,95;21,4;93,24;95,73;98,03;7,6;
